rank,grade,usernme,uploads,subscribers,top_views
525,A ,zbing z.,1928,11M,4700824295
526,B ,zayn,13,10.9M,66216891
527,A ,Frost Diamond,1043,10.9M,1633934909
528,A- ,CarryMinati,167,10.9M,1017918571
529,A ,Talking Tom and Friends,336,10.9M,3723050628
530,A- ,Marques Brownlee,1228,10.9M,1844365332
531,A- ,The World Adventures हिन्�…,446,10.9M,1360939985
532,A ,TheWeekndVEVO,74,10.9M,9107151994
533,D- ,5incominutos,285,10.8M,835570035
534,A ,ThaiCh8 : ช่อง 8,52011,10.8M,6694091748
535,A- ,Emiway Bantai,122,10.8M,1375383688
536,A ,Linus Tech Tips,4970,10.8M,3595999259
537,A ,Vijay Television,23207,10.8M,8252714082
538,A- ,Gibby :),154,10.8M,2181185509
539,A ,Atlantic Records,1081,10.8M,9166882052
540,A++ ,As/Is,4422,10.8M,11436453793
541,B+ ,CrashCourse,1214,10.8M,1270364216
542,B+ ,Miranda Sings,846,10.8M,2171532709
543,B+ ,Dolan Twins,262,10.8M,1700988436
544,B+ ,Emily Tube,706,10.7M,3695206682
545,A ,Dave and Ava - Nursery Rhymes and …,497,10.7M,5461245946
546,B+ ,CaptainSparklez,5238,10.7M,3675013918
547,A- ,luzugames,2621,10.7M,1789088012
548,A- ,Ya - Alisa,111,10.7M,1672506487
549,A- ,LetsGoMartin Nursery Rhymes,276,10.7M,3336737220
550,B ,Galo Frito,448,10.7M,1817896141
551,A ,Трум Трум,1239,10.7M,3939651076
552,A- ,twenty one pilots,115,10.7M,2371058860
553,A- ,Adexe & Nau,293,10.6M,3650123867
554,A- ,Online Job,1437,10.6M,383214686
555,B ,fouseyTUBE,184,10.6M,1728647284
556,A- ,Little Baby Bum en Español,716,10.6M,5554894799
557,B+ ,Jesse,261,10.6M,2124434568
558,B+ ,RiceGum,327,10.6M,2104478585
559,B+ ,"SaraBeautyCorner - DIY, Comedy, Ma…",115,10.6M,2049713329
560,B+ ,BCC Trolling,4013,10.5M,3242260623
561,B ,RomanAtwood,117,10.5M,1517182022
562,A- ,The Shiny Peanut,1348,10.5M,2070259714
563,A ,infobells,383,10.5M,3417927902
564,A- ,Juliana Baltar,699,10.5M,2158109471
565,B+ ,Conor Maynard,263,10.5M,1994504140
566,A ,WB Kids,1100,10.4M,3425517594
567,B+ ,AdamThomasMoran,550,10.4M,2227353075
568,B+ ,Health Time,639,10.4M,679768126
569,A- ,It's Mamix,122,10.4M,944220025
570,A ,SriBalajiMovies,16711,10.4M,6112607737
571,A ,Ultra Movie Parlour,1176,10.4M,2841363969
572,A- ,ExplosmEntertainment,675,10.4M,3079912040
573,B+ ,Mejores Juguetes,1335,10.4M,6352548107
574,B+ ,MileyCyrusVEVO,67,10.4M,3935004238
575, ,#Education,--,10.3M,-- 
576,A- ,DALLMYD,530,10.3M,1115575458
577,A ,La Rosa de Guadalupe,2448,10.3M,4655079356
578,A- ,Talking Angela,138,10.3M,2273252507
579,B ,Juanpa Zurita,194,10.3M,641993033
580,A ,GMA Public Affairs,24703,10.3M,6074609991
581,A ,Pop Chartbusters,1943,10.3M,4978788770
582,B ,VitalyzdTv,357,10.3M,1709907528
583,A- ,Doc Tops,245,10.2M,1619554306
584,A- ,melanie martinez,87,10.2M,2015224918
585,A ,Pen Movies,833,10.2M,2556393338
586,A ,Little Angel Español - Canciones …,255,10.2M,3414872151
587,A- ,DaniRep | +6 Vídeos Diarios De GT…,9287,10.2M,5205822435
588,B+ ,Coisa de Nerd,1899,10.2M,2920190650
589,A ,etvteluguindia,80194,10.2M,9930767817
590,A ,SonyMusicSouthVEVO,3952,10.2M,7834399390
591,A- ,T3ddy,1539,10.2M,1573405426
592,A ,Telemundo,17019,10.2M,5742611628
593,B+ ,Primitive Technology,51,10.1M,872378794
594,A ,ImagineDragonsVEVO,108,10.1M,8726356565
595,A- ,Niana Guerrero,211,10.1M,701735843
596,A ,Saturday Night Live,7303,10.1M,9137345154
597,A ,BuzzFeed Multiplayer,1897,10.1M,5295325818
598,A ,Jason Vlogs,412,10.1M,3358859046
599,A ,李子柒 Liziqi,108,10.1M,1363998741
600,A- ,SiaVEVO,105,10.1M,8547461950
601,B+ ,Viih Tube,571,10.1M,872802873
602,B+ ,Давай поиграем в и�…,220,10M,3248198229
603,A- ,colinfurze,287,10M,1137563640
604,A ,Goldmines Movies,912,10M,1751310905
605,A ,فلاد ونيكي,188,10M,3299285006
606,A- ,Diana Roma Show,89,10M,654626010
607,B+ ,Bart Baker,201,10M,3162330926
608,A- ,Área Secreta,1160,10M,1387145637
609,A ,Gallina Pintadita,42,10M,6813466966
610,A- ,ATHLEAN-X™,1108,10M,1506061942
611,B- ,Bethany Mota,424,10M,987216781
612,B+ ,CNCO,111,10M,87255346
613,B ,Toys And Funny Kids Play Doh Carto…,4336,10M,3186004463
614,B ,Avril Lavigne,120,9.98M,261334625
615,A- ,Just For Laughs Gags,4454,9.97M,5734651408
616,A- ,FifthHarmonyVEVO,87,9.96M,6191204514
617,A- ,Cut,1264,9.95M,3787426524
618,A- ,Team Films Bhojpuri,20155,9.94M,4285340178
619,B+ ,Deji,1758,9.94M,3815096339
620,A ,And TV,21794,9.93M,7628703016
621,A ,Goldmines Hindi,709,9.91M,3272778578
622,B+ ,Migos ATL,68,9.9M,2309845466
623,B+ ,""">PlayStation",12699,9.89M,2632391771
624,B+ ,LA DIVAZA,138,9.89M,701929069
625,B+ ,Tanner Fox,1221,9.89M,1961159732
626,B ,P!NK,10,9.88M,47161194
627,A ,Ch7HD,24007,9.88M,6302550962
628,A ,Sab kuchh sikho jano,1311,9.87M,894529171
629,A ,RedeTV,26282,9.87M,6078708333
630,A ,Mother Goose Club Playhouse,997,9.86M,9111554931
631,A- ,Annoying Orange,1441,9.83M,6566290187
632,B ,TheSyndicateProject,3389,9.81M,2102307327
633,A- ,PitbullVEVO,197,9.79M,8346769063
634,B ,ENJO Entertainment,149,9.79M,10175046
635,A ,MiawAug,2282,9.79M,2314423936
636,A- ,Mis Pastelitos,409,9.78M,1242308689
637,A ,NMF News,64596,9.75M,3546045103
638,A ,Kiddiestv Hindi,136,9.75M,3243900954
639,A ,TRANS TV Official,47025,9.74M,4997584323
640,A ,MK MUSIC,3359,9.74M,4413710477
641,A ,""">Shemaroo Movies",833,9.74M,2630511647
642,A- ,Ei Nerd,2850,9.72M,1780001509
643,A- ,Pina Records,324,9.71M,3527305697
644,A- ,Saad Lamjarred | سعد لمجرد,144,9.71M,2472520843
645,D- ,Ray William Johnson,781,9.71M,2993717834
646,A ,GMM25Thailand,26555,9.7M,6340579256
647,B- ,Travis Scott,9,9.7M,37433385
648,B+ ,Craftingeek*,727,9.7M,1104557711
649,B+ ,HellomaphieMX,287,9.69M,1030048768
650,A- ,Luan Santana,332,9.68M,3250328281
651,A- ,El Rincón De Giorgio,559,9.67M,1236598701
652,A- ,Маша та Ведмідь,609,9.65M,3896140356
653,A ,شبكة العاب العرب | A…,3473,9.64M,2841961423
654,A- ,How It Should Have Ended,378,9.64M,2683473738
655,A- ,Toys Make Me Smile,99,9.64M,3281107641
656,A- ,NEXT9NEWS हर खबर आप …,91838,9.63M,4014794719
657,A- ,O Que Não Dizer Oficial,300,9.6M,923790871
658,A ,Jazzghost,4091,9.6M,2503498628
659,A ,DrakeVEVO,54,9.58M,6132844987
660,A- ,Daftar Populer,1018,9.56M,521281854
661,A ,Kinder Spielzeug Kanal,594,9.56M,3563148382
662,A- ,Tekashi 6ix9ine,4,9.55M,2109793106
663,B+ ,Tati,1672,9.55M,1408487820
664,B+ ,luisitorey,679,9.54M,1782859769
665,A ,CNN,148216,9.54M,6641339287
666,A- ,Chill Nation,1320,9.53M,2903386771
667,A- ,Kluna Tik,201,9.53M,3196725762
668,B+ ,Rooster Teeth,8391,9.52M,6036610804
669,D ,SevenSuperGirls,2175,9.5M,5616110005
670,A- ,""">SBT Online",24215,9.5M,2658028734
671,B ,Rayito,393,9.49M,906764697
672,B+ ,Dalas Review,979,9.48M,2148723798
673,A- ,Awakening Music,606,9.46M,3711479333
674,C+ ,Crafty Life,2,9.45M,156600
675,A- ,OficialHungria,47,9.44M,2266939350
676,A- ,Comedy Central,5313,9.43M,4690545159
677,A ,Surya Citra Televisi (SCTV),36101,9.42M,4283349574
678,B+ ,Niki and Gabi,457,9.42M,1235498857
679,A- ,Arif muhammad,175,9.39M,1518989102
680,B+ ,Joey Graceffa,2002,9.39M,2066702815
681,A ,5-Minute Crafts FAMILY,1253,9.37M,2088693790
682,A- ,Naz | ناز,605,9.36M,1347189156
683,A- ,Lokdhun Punjabi,1387,9.36M,2881241110
684,B+ ,Red Bull,5439,9.35M,2214737734
685,B+ ,Lana Del Rey,22,9.34M,755829174
686,A- ,stampylonghead,3604,9.33M,7305273397
687,C+ ,DJ Khaled,14,9.32M,3595354
688,A ,Naisa Alifia Yuriza (N.A.Y),405,9.32M,562939491
689,B- ,Jigar Music,9,9.3M,215584
690,B+ ,AsapSCIENCE,336,9.3M,1382744424
691,A- ,Lulu99,281,9.29M,1199605518
692,B+ ,Piuzinho,415,9.29M,704224059
693,A- ,The Q,184,9.28M,2585854392
694,B+ ,FC Barcelona,8560,9.28M,1242196667
695,B+ ,50 Cent,401,9.26M,952166379
696,B ,Jessie J,89,9.25M,86525330
697,A- ,Family Fun Pack,1712,9.21M,13030789897
698,B+ ,Lucas Rangel,651,9.2M,1400365958
699,A- ,""">Typical Gamer",3188,9.2M,2510101358
700,A- ,Anaysa,354,9.19M,1465665951
701,A ,LadyGagaVEVO,146,9.19M,8520917025
702,A- ,Wylsacom,2286,9.18M,1974373282
703,B+ ,Lil Nas X,7,9.17M,700080707
704,B+ ,Neha Kakkar,89,9.16M,794685152
705,A- ,JD Pantoja,16,9.16M,779887596
706,B+ ,Wismichu,367,9.16M,1402142461
707,A ,AMARIN TVHD,99421,9.16M,7044526152
708,B- ,DuDuPopTOY,1327,9.15M,3916974617
709,A- ,Johny FamilyShow,235,9.15M,3528818442
710,B+ ,Karina Garcia,388,9.15M,1530464515
711,A- ,Programa Pânico Lab,3387,9.11M,3399536738
712,A- ,Dobre Brothers,293,9.1M,1824649428
713,A ,ABS-CBN News,126992,9.1M,6003733142
714,A ,Kids Play,262,9.1M,3110878046
715,D- ,WIFI,63,9.1M,10249077
716,B+ ,Tomorrowland,1365,9.09M,1477256799
717,B ,Pautips,524,9.09M,695497793
718,A ,Videogyan - Nursery Rhymes & Songs…,702,9.08M,6246279892
719,A- ,My Mate Nate,963,9.07M,1848619062
720,B+ ,ZarcortGame,289,9.07M,1921143388
721,A- ,Mo Vlogs,1619,9.07M,2343874014
722,A ,LEGO,22191,9.05M,10985542659
723,A- ,Mari Maria,665,9.05M,678877312
724,A ,UFC - Ultimate Fighting Championsh…,8674,9.04M,2805899454
725,A ,Like Nastya AE,215,9.03M,3050576672
726,A ,Les' Copaque Production,1159,9.03M,4380908388
727,A ,TV Ana Emilia,222,9M,2513892720
728,A- ,Maymo,359,8.99M,3437941588
729,A- ,ولاية بطيخ | Melon City S…,1044,8.99M,3264232611
730,A ,RomeoSantosVEVO,161,8.99M,9486743495
731,A- ,HoomanTV,74,8.98M,1581588608
732,B+ ,Haryanvi Maina,1710,8.97M,438032146
733,A- ,NishaMadhulika,1555,8.97M,1677402105
734,B+ ,RocketJump,338,8.96M,1877277421
735, ,Lifestyle - Topic,--,8.95M,-- 
736,A- ,Ja Mill,515,8.95M,1157795953
737,B+ ,Tyga,144,8.95M,293082664
738,B ,Lil Wayne,157,8.94M,371120785
739,A ,Dudu Moura,3137,8.94M,2384552428
740,A- ,LipaoGamer,8757,8.94M,2408321271
741,A- ,Laurinha e Helena - Clubinho da La…,848,8.93M,2147524077
742,A ,Mohamed Ramadan I محمد رمض�…,364,8.93M,2734322579
743,A- ,Franciny Ehlke,576,8.93M,733913964
744,A ,UnspeakableGaming,2127,8.93M,3383371641
745,B+ ,Eh Bee Family,794,8.91M,2424407180
746,C+ ,Halsey,15,8.91M,3022788
747,A- ,Dyland PROS,932,8.91M,677953412
748,A ,Troom Troom PT,1200,8.91M,2382208867
749,B+ ,LaurDIY,700,8.91M,1242866753
750,B+ ,emma chamberlain,241,8.9M,1071621674
751,A- ,CinemaSins,834,8.9M,3036370742
752,B ,Michelle Phan,254,8.9M,1029790031
753,A ,BabyBus - Cerita & Lagu Anak-anak,253,8.89M,3379804697
754,A- ,ToyTocToc,338,8.88M,1592138488
755,B+ ,Google,2321,8.88M,2674467288
756,A ,gymvirtual,1001,8.88M,1337633893
757,A ,НТВ,43601,8.88M,8761880452
758,B ,HelloMaphie,481,8.87M,1906822068
759,D- ,Matheus e Kauan,56,8.87M,164347121
760,A- ,Safiya Nygaard,153,8.87M,1291059569
761,B+ ,YosStoP,612,8.87M,897712494
762,A ,RCTI - LAYAR DRAMA INDONESIA,43700,8.87M,7141581115
763,B ,Caracol Raivoso,98,8.86M,488950284
764,A- ,GoPro,2162,8.86M,2509535315
765,A ,ElTrollino,1420,8.85M,2425585825
766,A ,ETV Jabardasth,4865,8.85M,7106990183
767,B+ ,Coke Studio,410,8.84M,2006407121
768,A- ,First We Feast,527,8.82M,1454663013
769,B+ ,PlaticaPolinesia,3,8.82M,177708925
770,A ,Kerajinan 5-Menit,1990,8.82M,2058492034
771,A ,Maya and Mary [EN],230,8.81M,2782778720
772,A ,Ninja Kidz TV,164,8.81M,3346679511
773,A- ,TrapMusicHDTV,661,8.8M,2637839539
774,B+ ,Tauz,160,8.79M,2011187640
775,A- ,Make Joke Of,29,8.79M,1120213198
776,A ,Thairath,144143,8.78M,5888330811
777,A ,Barbie,3164,8.78M,4450200615
778,B ,Jen Smith,1905,8.77M,2972954972
779,A ,Deddy Corbuzier,569,8.77M,1139010763
780,A- ,JJ Olatunji,929,8.77M,1562626959
781,A ,Rebecca Zamolo,634,8.77M,1992509955
782,A- ,QPark,292,8.76M,887820513
783,A- ,Jass Records,3542,8.75M,3113746763
784,A- ,办公室小野官方频道 Ms Yea…,176,8.75M,2090406451
785,A ,Lahari Music | T-Series,6501,8.75M,5374430920
786,A ,ABC News,52589,8.74M,7497730904
787,A- ,Raditya Dika,1166,8.74M,1387557717
788,B+ ,FROST,1636,8.74M,3245163636
789,A ,News18 India,54656,8.73M,2215851133
790,B+ ,Chiko TV,157,8.71M,993407842
791,A- ,FIFATV,8353,8.69M,2737845126
792,A ,MBC مصر,23803,8.69M,5212284761
793,B+ ,Simone e Simaria,192,8.69M,760126172
794,B ,Funny Stop Motion videos,2619,8.69M,4327494731
795,A- ,Goldmines Premiere,254,8.68M,1297338963
796,A- ,Clean Bandit,99,8.68M,5524201902
797,A ,Goldmines Dishoom,842,8.67M,2241150700
798,A- ,BBC,12178,8.66M,6650501163
799,C+ ,Justin Timberlake,15,8.65M,22971691
800,A- ,""">Fortnite",372,8.64M,1146438123
801,A- ,Lizbeth Rodriguez,205,8.63M,572717481
802,B+ ,Colleen Ballinger,1005,8.62M,1665076460
803,A- ,BERTH OH!,422,8.61M,1005600639
804,A- ,SAS-ASMR,986,8.61M,2032380253
805, ,Kendrick Lamar,--,8.6M,-- 
806,A- ,the Hacksmith,633,8.6M,727180577
807,B+ ,Proximity,1568,8.6M,3806937586
808,A- ,Kuplinov ► Play,5671,8.59M,3444415491
809,A- ,So Yummy,324,8.58M,2334222127
810,A- ,Muselk,1697,8.58M,3170261817
811,B- ,OneRepublic,52,8.58M,56766976
812,A ,はじめしゃちょー（hajime�…,2130,8.57M,7190093530
813,A ,Blippi Español,55,8.57M,3643223220
814,B+ ,TsMadaan,1613,8.57M,927530190
815,A ,SuperMarioLogan,534,8.56M,5655006822
816,B+ ,GIMS,64,8.55M,1222241276
817,B+ ,Miniminter,1682,8.55M,3109155532
818,B+ ,NTN Vlogs,353,8.55M,1875098470
819,D- ,Toy Freaks,492,8.54M,6933735324
820,A- ,The Film Theorists,236,8.53M,1368385380
821,A ,DANIEL EL TRAVIESO VIDEOS,267,8.52M,3095109507
822,A ,Top Viral Talent,1736,8.51M,4700080650
823,A- ,GoldminesAction,242,8.51M,1106415891
824,A ,HUM TV,5811,8.5M,3761700382
825,A ,MNCTV Official,37294,8.5M,4755234936
826,A- ,Cris Devil Gamer,881,8.48M,2168605988
827,D- ,DCTC Toy Channel,2090,8.47M,4614016405
828,A ,Power Kids TV,672,8.46M,4032180176
829,A- ,The Noite com Danilo Gentili,7263,8.44M,2385072184
830,A- ,Denis,2203,8.43M,3369546041
831,B+ ,Sonotek Haryanvi,3181,8.43M,675112936
832,A- ,ครูนกเล็ก,2472,8.42M,6430239495
833,A- ,The X Factor UK,4629,8.42M,6245957397
834,A- ,welovekamikaze,1869,8.42M,3941581636
835,B+ ,MeghanTrainorVEVO,98,8.41M,6048495277
836,A ,T-STUDIO,422,8.41M,2562362148
837,B ,Future,28,8.41M,39798048
838,B ,grav3yardgirl,1565,8.4M,1562255607
839,D- ,Shane Dawson TV,197,8.4M,1074842497
840,A- ,T-Series Regional,15462,8.4M,3497475726
841,A+ ,HAR PAL GEO,12479,8.38M,4476821578
842,A- ,Wish 107.5,1055,8.38M,2974687574
843,B+ ,Karol Sevilla,246,8.38M,750110963
844,D- ,Canal Top10,296,8.37M,861204689
845,B+ ,BRKsEDU,4397,8.37M,1652471959
846,A ,HikakinTV,2723,8.37M,7093288513
847,B+ ,Natalies Outlet,366,8.36M,1348804313
848,B+ ,aLexBY11,3611,8.36M,1345403727
849,B+ ,freekickerz,1349,8.35M,2178788083
850,B+ ,Luan Palomera,669,8.35M,1184323188
851,B+ ,Patty Mayo,144,8.34M,680595885
852,A- ,Ice Cream Rolls,660,8.33M,890229290
853,A- ,Warner Bros. Pictures,2414,8.33M,4784284917
854,B+ ,TheBrainDit,7130,8.3M,2893053487
855,A ,JP Plays,2751,8.3M,2917933502
856,A- ,DemolitionRanch,397,8.28M,1313522884
857,A ,Blippi,160,8.27M,5944106143
858,A ,Stone Music Entertainment,6172,8.26M,5958864122
859,A- ,Desimpedidos,2387,8.26M,1939864522
860,A ,Peppa Pig em Português Brasil - C…,668,8.26M,1812224562
861,A ,Аид [VyacheslavOO],2159,8.26M,3290660240
862,A- ,Más SKabeche,348,8.25M,1256629578
863,A- ,Izabela Stress,808,8.25M,2730234668
864,A ,Vlad dan Nikita,165,8.25M,2663995454
865,B+ ,AlishaMarie,328,8.24M,1157822233
866,A- ,PowerfulJRE,2376,8.23M,2139715740
867,A ,michaeljacksonVEVO,99,8.23M,7827465007
868,A ,Bollywood Classics,1354,8.22M,3389513035
869,A- ,Genius,2450,8.22M,1948402955
870,B+ ,Mussoumano,332,8.2M,1054191351
871,A ,Поззи,2640,8.19M,4068031295
872,B+ ,Kylie Jenner,124,8.19M,411423409
873,A ,TwinRoozi 쌍둥이 루지,282,8.18M,3990543308
874,B+ ,Will Smith,99,8.16M,500276567
875,A- ,TikTak Draw,767,8.16M,1413912432
876,D- ,AwesomenessTV,5995,8.13M,2803597693
877,A ,Zig & Sharko,556,8.13M,4310846841
878,B+ ,EverythingApplePro,1700,8.13M,1992641753
879,A- ,Zach Choi ASMR,531,8.12M,1292975073
880,A ,The Infographics Show,1780,8.12M,2198811756
881,A ,Zee Bangla,86760,8.12M,5823365419
882,A- ,БЕРИ И ДЕЛАЙ,3271,8.11M,1588705528
883,A- ,rsfriends,3185,8.11M,5702026017
884,B+ ,Kika Nieto,340,8.11M,814112754
885,A ,핑크퐁 (인기 동요・동화),1820,8.1M,4362781124
886,A- ,Kids smile TV,131,8.09M,2728569886
887,B ,Afreim,2770,8.09M,1195073823
888,B+ ,Facts Verse,3126,8.09M,2591046331
889,B+ ,Totoykids Español,373,8.09M,3130907115
890,B+ ,The Voice,1241,8.09M,1133428655
891,A- ,Hueva,579,8.08M,1708960708
892,B+ ,Power Vision,1045,8.08M,2481616219
893,A ,Chotoonz TV - Funny Cartoons for K…,1520,8.06M,5019738551
894,A- ,Vox,1151,8.06M,1937072061
895,A ,Sun TV,11893,8.04M,2917148502
896,D- ,cocoz toon,1,8.04M,374089969
897,A- ,Stephen Sharer,645,8.04M,3486372848
898,A ,Mazhavil Manorama,41275,8.03M,6693974053
899,A- ,CJ SO COOL,873,8.03M,1875780506
900,B+ ,هل تعلم؟,1242,8.03M,824452624
901,B+ ,SmarterEveryDay,319,8.03M,738600793
902,B+ ,BIBI,2584,8.02M,972653953
903,B+ ,Gameplayrj,15602,8.02M,3111283872
904,A- ,Tom Slime,1048,8.02M,2620531651
905,A ,Vy Qwaint,295,8.02M,2436233726
906,A- ,littlemixVEVO,161,8.02M,4986244384
907,A- ,Sidemen,146,8.01M,1469307074
908,A ,Vania Mania Kids,275,8.01M,1168698568
909,A ,Ini Talk Show,5584,8.01M,3356811519
910,B+ ,Sofia Castro,130,8.01M,560819576
911,B+ ,Kim RosaCuca,873,8.01M,777715652
912,A- ,Howcast,22466,8M,3981004674
913,A ,POCOYÓ en ESPAÑOL - Canal Oficial,1097,8M,5526524853
914,A- ,Star Casablanca | نجوم الد�…,686,8M,3044696262
915,A- ,FutParódias,369,7.99M,2510142958
916,A- ,Harsh Beniwal,140,7.98M,676446015
917,A ,O Canal do Joãozinho - Little Ang…,327,7.97M,2899771877
918,A- ,HZHtube Kids Fun,437,7.97M,2020536766
919,B ,Yippee Toys,1846,7.97M,3447679839
920,B+ ,Muca Muriçoca,671,7.96M,953793759
921,A- ,Irmãos Berti,410,7.95M,749670246
922,A- ,LastWeekTonight,305,7.95M,2464308290
923,A ,Arcangel,125,7.95M,2013407268
924,A- ,TheTalko,2626,7.94M,3235723406
925,B ,Liza Koshy Too,78,7.94M,629155095
926,B+ ,Toys Unlimited,1167,7.94M,5002741256
927,B+ ,""">iDubbbzTV",274,7.93M,1294566675
928,A ,Wild 'N Out,729,7.93M,2913146405
929,B ,ThatcherJoe,305,7.93M,1317462806
930, ,Prince Royce,--,7.92M,-- 
931,B+ ,truly,2347,7.92M,5442889982
932,A ,eltrece,103048,7.92M,7667103497
933,A- ,الجانب المُشرق | Brig…,2902,7.92M,863820313
934,A ,Yudist Ardhana,824,7.92M,1332287832
935,A ,Pica - Pica Oficial,200,7.91M,4954042301
936,A ,Morphle TV,649,7.91M,5308143776
937,A- ,Team Coco,8641,7.91M,6762333832
938,A ,karameeshchannel,2017,7.9M,4346043375
939,B ,Pyong Lee,457,7.88M,397404968
940,A- ,The Royalty Family,319,7.88M,1019252202
941,A- ,Jaiden Animations,96,7.87M,1190520453
942,B+ ,متع عقلك,1608,7.86M,1284644211
943,A ,Thơ Nguyễn,1036,7.85M,5190366852
944,A ,GMMTV,10073,7.84M,5398573667
945,B+ ,TeamYouTube [Help],121,7.84M,103993408
946,B ,Bad Lip Reading,98,7.84M,1254143592
947,A- ,tanboy kun,285,7.83M,1074657078
948,A- ,POPS MUSIC,24368,7.83M,7076976241
949,A- ,Life Hacks & Experiments,641,7.83M,2687659018
950,B+ ,PelucheEn ElEstuche,421,7.82M,1257537603
951,B+ ,EllieGouldingVEVO,104,7.81M,5300510273
952,A ,Caso Cerrado,3218,7.81M,4916922363
953,A- ,Koo Koo TV - Hindi,458,7.81M,2396054454
954,B+ ,Big Marvel,256,7.8M,1034585539
955,A- ,Haschak Sisters,262,7.8M,4232274592
956,B ,DARK SECRETS,115,7.79M,550887490
957,A ,MBCkpop,37093,7.79M,5675813599
958,A ,Slogo,3795,7.78M,3811815516
959,A ,DisneyJuniorUK,2565,7.78M,8784605393
960,A- ,Goldmines Housefull,243,7.76M,1049762640
961,A- ,Macklemore LLC,134,7.76M,3842581712
962,B+ ,Gustavo Paródias,189,7.75M,796637832
963,A- ,Crescendo com Luluca,741,7.75M,1828065548
964,A- ,Дима Масленников,304,7.75M,987314175
965,B ,Planet Earth INDIA,434,7.75M,1046493015
966,C+ ,Rae Sremmurd,38,7.73M,20050671
967,A- ,Brincando com o Rafael,164,7.73M,1455250907
968,B+ ,FaZe Clan,1656,7.72M,932467029
969,A- ,Games EduUu,872,7.72M,1865125705
970,B ,Amara Que Linda,133,7.72M,468173135
971,A ,CookingShooking Hindi,270,7.7M,672814026
972,B+ ,Prajapati News,298,7.69M,252401658
973,A- ,Dharma Productions,1027,7.68M,3351701272
974,B+ ,Corridor,190,7.68M,1366383261
975,B+ ,David Dobrik Too,84,7.68M,711627146
976,B ,Marzia,6,7.67M,23963532
977,B+ ,Liova and Toys,11,7.66M,926784963
978,A ,Crazy Frog,14,7.65M,3821416232
979,A ,"せんももあいしーCh Sen, Mo…",2684,7.65M,5545460414
980,A- ,Narins Beauty,279,7.64M,903545932
981,B+ ,Simply Nailogical,450,7.64M,1594875204
982,A ,Daily Dose Of Internet,160,7.63M,1064704211
983,B ,Wolfie,344,7.63M,1116431319
984,B ,AWE me,398,7.62M,881500474
985,A- ,Study IQ education,15769,7.62M,1094349823
986,A- ,Cartoons for Kids,4352,7.6M,2747401409
987,A- ,LubaTV,1149,7.6M,1219284470
988,A- ,Vogue,2337,7.6M,1964099327
989,A- ,Lorrayne Oliveira,420,7.59M,832770461
990,B ,Rodrigo F Gamer Respeita,282,7.59M,461423167
991,B+ ,Homemade solutions,123,7.58M,436201614
992,A- ,NDTV,85776,7.58M,2511946813
993,A- ,7 Minutoz,405,7.57M,1597118866
994,A ,व्लाद और निक�…,195,7.57M,2828789625
995,B+ ,Clash Royale,387,7.57M,854341166
996,A ,Fozi Mozi,902,7.55M,6430091861
997,A ,Come Play With Me,269,7.54M,7061910692
998,A ,Zuni and Family,135,7.53M,2012336465
999,B+ ,Madilyn,230,7.53M,1007036164
1000,A ,Zee Music Classic,794,7.52M,3294596128
1001,B- ,Akon,42,7.52M,19262931
1002,A- ,Larva TUBA,1879,7.52M,3254186438
1003,A- ,Bebe Rexha,81,7.51M,2628155408
1004,A ,YoungBoy Never Broke Again,270,7.51M,4958789345
1005,C+ ,Khalid,8,7.5M,3153361
1006,D- ,Isaac do VINE,451,7.5M,777118687
1007,A- ,MBC GROUP,6499,7.49M,4224675882
1008,B+ ,Grandpa Kitchen,283,7.48M,819277186
1009,B+ ,Monstercat: Uncaged,1531,7.48M,2596544834
1010,A- ,UDiEX2,599,7.47M,1017858494
1011,A ,BBC News,11440,7.47M,1812305564
1012,A- ,T-Series Hamaar Bhojpuri,8093,7.47M,3939222963
1013,B+ ,BEL,1364,7.46M,2038625596
1014,B ,emimusic,302,7.46M,261703199
1015,B+ ,Smosh Games,2457,7.46M,2419886580
1016,A- ,The Late Show with Stephen Colbert,6593,7.45M,6280165754
1017,A ,Inside Edition,19743,7.44M,11171784502
1018,B+ ,Neagle,2009,7.44M,1331859314
1019,D- ,Nickelodeon,3224,7.44M,3586796284
1020,B+ ,KendrickLamarVEVO,55,7.43M,2706768255
1021,A- ,ChuChuTV Español,266,7.42M,2879330677
1022,C+ ,Guns N' Roses,1,7.42M,230903
1023,A ,Pen Multiplex,1804,7.42M,2711806495
1024,A- ,Wave Music - Bhakti,17740,7.42M,2845432294
1025,A ,Теремок ТВ,3168,7.42M,7305884271
1026,B ,sTaXxCraft,2123,7.41M,1752733065
1027,B- ,Britney Spears,70,7.4M,62288740
1028,C+ ,Iggy Azalea,2,7.39M,550304
1029,A- ,DEL Records,154,7.39M,4308414874
1030,A- ,João Caetano,1245,7.38M,1235581793
1031,A- ,#Mind Warehouse,486,7.38M,2051632601
1032,A- ,Mor Haryanvi,359,7.38M,3138789494
1033,A- ,PinkVEVO,149,7.38M,5305705091
1034,A ,BBC News Hindi,6656,7.37M,1737477606
1035,A ,Kênh Thiếu Nhi - BHMEDIA,6672,7.37M,5661315749
1036,A- ,вДудь,106,7.37M,956962510
1037,A ,123 GO! Spanish,95,7.37M,2067139410
1038,B+ ,Calle y Poché,192,7.36M,550754578
1039,A- ,I AM WILDCAT,1382,7.36M,1918710993
